"orgEic";"injectionUnit_id";"injectionUnit_name";"injectionUnit_eic"
"40X000000000385K";6287;"BANDIRMA III RES(BURSA TEMÝZ ENR.)";"40W0000000062874"
"40X000000010895S";3199654;"BURSA ÇÝMENTO KOJEN";"40W000003199654E"
"40X0000000114758";3203817;"BURTEKS TERMÝK-KOJENERASYON SANTRALÝ";"40W000003203817F"
"40X000000007102N";730414;"BÜKKÖY  DEVECÝKONAÐI HES";"40W000000730414N"
"40X000000004069A";606544;"BÜKOR II HES";"40W0000006065445"
"40X000000004069A";42023;"DARCA HES";"40W000000042023Y"
"40X000000004069A";3204191;"GÜMÜÞÖREN BARAJI ve HES";"40W000003204191Q"
"40X000000008179K";2813534;"ÝNCEBEL HES";"40W000002813534O"
"40X000000007079T";1235774;"BÝFA BÝSKÜVÝ VE GIDA SANAYÝ A.Þ.";"40W000001235774W"
"40X0000000003316";3560;"BÝLENERJÝ ÜRE.OTOP.SAN.";"40W000000003560R"
"40X000000000294N";2703;"BANDIRMA RES(BÝLGÝN GÜÇ)";"40W100000002703N"
"40X000000000294N";2060956;"Bucakkýþla HES";"40W0000020609562"
"40X000000000294N";3204758;"BÝLGÝN SAMSUN DGKÇS PT1(Doðalgaz)";"40W0000032047580"
"40X000000000294N";3204759;"BÝLGÝN SAMSUN DGKÇS PT2(Doðalgaz)";"40W000003204759Z"
"40X000000000294N";4089;"DARICA I HES";"40W000000004089I"
"40X000000000294N";2598;"HACILAR HES";"40W0000000025987"
"40X000000000294N";4070;"MAZI-3 RÜZGAR ENERJÝSÝ SANTRALÝ";"40W0000000040702"
"40X000000000294N";3205890;"SOMA RES(BÝLGÝN ENR.)";"40W000003205890W"
"40X000000000294N";3205891;"Zeytineli RES";"40W000003205891U"
"40X000000000632T";21397;"BÝNATOM ELEKTRÝK ÜRETÝM A.Þ.";"40W000000021397A"
"40X000000000632T";89122;"BÝNATOM ELEKTRÝK ÜRETÝM A.Þ.";"40W000000089122A"
"40X000000002004B";9592;"ERFELEK HES";"40W000000009592L"
"40X000000000157X";2745;"Trakya Bölge Santralý";"40W000000002745K"
"40X000000000346U";81830;"CAN ENERJÝ ENTEGRE ELEKTRÝK ÜRETÝM A.Þ. - METRÝSTEPE";"40W000000081830N"
"40X000000000346U";20692;"CAN ENERJÝ ENTEGRE-TEKÝRDAÐ KOMBÝNE ÇEVRÝM SANTRALÝ";"40W000000020692D"
"40X000000000346U";2616;"CAN ENERJÝ ENTEGRE-ÇORLU KOJENERASYON SANTRALÝ";"40W000000002616V"
"40X000000000238X";2619;"CAN TEKSTÝL ENTEGRE TESÝSLERÝ VE TARIM ÜRÜNLERÝ SAN. TÝC. A.Þ.";"40W000000002619P"
"40X000000011777T";3204651;"IÐDIR BÝYOKÜTLE TESÝSÝ";"40W000003204651I"
"40X000000000517T";3781;"CANSU HÝDROELEKTRÝK SANTRALI";"40W000000003781B"
"40X0000000110333";3200210;"CENAL TES";"40W000003200210V"
"40X100000001964N";971;"CENGÝZ 132MW ÇÝFT YAKITLI ENERJÝ SANTRALÝ";"40W000000000971L"
"40X100000001964N";1740316;"CENGÝZ 610 DGKÇS";"40W0000017403169"
"40X100000001964N";13014;"CENGÝZ SAMSUN";"40W000000013014B"
"40X100000001964N";13256;"GR-2";"40W000000013256O"
"40X100000006159N";180822;"Mavi Hes ve Regülatörü";"40W000000180822K"
"40X000000001804L";6365;"CEV GANTEP";"40W000000006365A"
"40X000000004749P";60533;"CEV MARMARA";"40W0000000605339"
"40X000000000617P";3901;"BAÐIÞLI REGÜLATÖRÜ VE HES";"40W000000003901R"
"40X0000000087843";3008960;"Sema HES";"40W100003008960N"
"40X000000005859D";271095;"YEÞÝLVADÝ HÝDROELEKTRÝK SANTRALÝ";"40W000000271095J"
"40X000000009082U";3192144;"Manahoz HES";"40W000003192144Z"
"40X0000000058009";117908;"DARBOÐAZ ELEKTRÝK ÜRETÝM SANAYÝ VE TÝCARET LTD.ÞTÝ.";"40W000000117908H"
"40X000000000577B";2060929;"PEMBELÝK HES";"40W0000020609295"
"40X000000000577B";472777;"TATAR HES";"40W000000472777B"
"40X000000000577B";538738;"TATAR HES";"40W0000005387388"
"40X0000000005975";3837;"DARES DATÇA RES";"40W000000003837A"
"40X0000000066994";473383;"DARIVEREN HES";"40W000000473383R"
"40X000000011453I";3203715;"DATÇA RES";"40W000003203715N"
"40X000000011173O";3200495;"KALECÝK HES(DAÐLAR ENR.)";"40W000003200495Q"
"40X0000000116548";3204647;"DESOLAR7 BES";"40W0000032046479"
"40X000000011766Y";3204649;"BURAK-1 BES";"40W0000032046495"
"40X0000000049895";84763;"DEDEGÖL ENERJÝ YAT.AÞ KÜRCE HES";"40W000000084763Y"
"40X000000008248R";3193622;"DEMÝRCÝ ENERJÝ YATIRIM ÜRETÝM ÝNÞAAT VE TÝC. A.Þ.";"40W000003193622K"
"40X000000011255M";3200464;"DEMÝRCÝLÝ RES";"40W0000032004640"
"40X000000011615I";3204369;"KURTÝNÝ RES / DENGE ENERJÝ ÜRETÝM SAN VE TÝC A.Þ";"40W000003204369B"
"40X000000000674D";4092;"DENÝZLÝ ELEKTRÝK ÜRETÝM A.Þ.";"40W000000004092T"
"40X0000000004215";3204419;"KAZANKAYA REG. ve ÝNCESU HES";"40W000003204419M"
"40X0000000004215";3716;"Karakurt";"40W000000003716M"
"40X0000000004215";3766;"SEBENOBA RES";"40W0000000037667"
"40X0000000001372";2669;"DENÝZLÝ ÇÝMENTO SAN. T.A.Þ. OTOPRODÜKTÖR SANTRALÝ";"40W000000002669A"
"40X0000000119180";3206005;"ÜÇPINAR RES";"40W0000032060052"
"40X000000006759C";3199251;"DEREBAÞI REG. ve HES";"40W100003199251N"
"40X000000006759C";2454009;"TURUNÇOVA FÝNÝKE HES";"40W0000024540095"
"40X000000006759C";411011;"YEÞÝLYURT GRUP ENERJÝ ÜRETÝM TÝC VE SAN AÞ";"40W100000411011N"
"40X0000000072605";1048307;"AÇMA HES";"40W000001048307J"
"40X000000009431V";3196950;"FATMA RES";"40W000003196950P"
"40X000000009431V";3194224;"KANÝJE RES";"40W000003194224R"
"40X000000009431V";3196028;"ZELÝHA RES";"40W000003196028H"
"40X000000006145A";271093;"Pirinçli Reg. ve HES";"40W000000271093N"
"40X000000007464Q";1389385;"ÇAMLICA II HES";"40W000001389385N"
"40X000000007559F";1930390;"BEYPAZARI BÝYOGAZ TESÝSÝ BÝYOKÜTLE PROJESÝ ÜRETÝM SANTRALÝ";"40W000001930390Q"
"40X000000011433O";3200833;" ANAMUR HES(DERÝNÇAY)";"40W000003200833W"
"40X000000011433O";3200831;" BOZYAZI HES(DERÝNÇAY)";"40W100003200831N"
"40X000000011433O";3200832;" MUT-DERÝNÇAY HES(DERÝNÇAY)";"40W000003200832Y"
"40X000000011433O";3200834;" SÝLÝFKE HES(DERÝNÇAY)";"40W000003200834U"
"40X000000011433O";3200830;" ZEYNE HES(DERÝNÇAY)";"40W0000032008301"
"40X0000000002344";1155;"Pýnarbaþý Santralý";"40W0000000011559"
"40X000000009613P";3195269;"ÇANDIR I REG. VE HES";"40W0000031952690"
"40X000000000488A";3826;"DEÐÝRMENÜSTÜ HES";"40W000000003826F"
"40X000000000488A";3196988;"KASIMLAR BARAJI VE HES";"40W0000031969880"
"40X000000000488A";3199029;"KASIMLAR HES-geçici kayýt";"40W0000031990290"
"40X000000000488A";49245;"Sefaköy HES";"40W000000049245I"
"40X000000006960J";607810;"AKKENT ÇALKUYUCAK HES";"40W0000006078105"
"40X000000006780L";472112;"DOKUBOY KOJEN";"40W000000472112Q"
"40X000000004576U";49231;"Seyitali RES";"40W000000049231T"
"40X000000000459H";3729;"DOÐAL ENERJÝ ELEKTRÝK ÜRETÝM A.Þ(BURGAZ)";"40W000000003729D"
"40X000000000459H";3779;"DOÐAL ENERJÝ ELEKTRÝK ÜRETÝM A.Þ(SAYALAR)";"40W000000003779Z"
"40X000000000459H";106570;"KOZBEYLÝ RES";"40W0000001065702"
"40X000000000459H";106571;"KOZBEYLÝ RES";"40W0000001065710"
"40X000000000459H";106589;"SAMURLU RES";"40W000000106589I"
"40X000000011235S";3200570;"DOÐAL ENERJÝ BES";"40W0000032005701"
"40X000000010452P";3197327;"MALATYA 1 ÇÖP GAZ E.Ü.TES.";"40W0000031973272"
"40X0000000009903";9230;"DOÐUBAY ELEKTRÝK ÜRETÝM A.Þ.";"40W000000009230I"
"40X000000009422W";3194434;"Artvin Barajý ve HES";"40W000003194434G"
"40X000000005269Y";99493;"DU Elektrik Üretim A.Þ.";"40W0000000994936"
"40X000000011513Q";3204031;"DURKAR 1 TERMÝK-KOJENERASYON SANTRALÝ";"40W000003204031B"
"40X0000000040300";32932;"DURU 2 HES";"40W0000000329323"
"40X0000000057987";679780;"DURUM GIDA TERMÝK-KOJENERASYON  SANTRALI";"40W000000679780A"
"40X000000000584E";3874;"DELTA GTG";"40W0000000038744"
"40X000000011434M";3200844;"ÜLKÜN REG. ve HES (ÜLKÜN 1, 2 HES)";"40W000003200844R"
"40X0000000071803";3199498;"ADIGÜZEL BARAJI VE HES(DÜZCE EKSU ELK.)";"40W0000031994982"
"40X0000000071803";815876;"DÜZCE-AKSU HES";"40W0000008158762"
"40X0000000071803";3199499;"KEMER BARAJI VE HES";"40W0000031994990"
"40X000000000612Z";60701;"DÜZCE ENERJÝ BÝRL.ÝMA. ÝÞL.SAN.VE TÝC.A.Þ.";"40W000000060701E"
"40X000000009660G";3199452;"TÝRE RES ";"40W000003199452Q"
"40X000000002184K";11033;"DÝM HES";"40W000000011033H"
"40X000000010337P";3196984;"KARGI REG. VE HES(DÝNAMÝK ENR.)";"40W0000031969848"
"40X0000000108537";3199626;"ALAPLI KOJEN.TES.";"40W000003199626J"
"40X000000010091V";3196588;"ÇARIKLI HES";"40W000003196588G"
"40X000000005635Z";113720;"DÝZEP ELEKTRÝK ÜRETÝM LTD.ÞTÝ";"40W000000113720I"
"40X000000003406N";24451;"EBD ENERJÝ VE ÜRETÝM AÞ";"40W000000024451F"
"40X000000003406N";3194583;"Kotanlý II HES";"40W100003194583N"
"40X000000003406N";3194584;"KÖROÐLU BARAJI VE KOTANLI HES";"40W000003194584Y"
"40X000000003406N";1724087;"SERAP HES";"40W000001724087R"
"40X000000003406N";1724121;"SERAP HES";"40W000001724121G"
"40X0000000116564";3204446;"EBER RES";"40W000003204446J"
"40X000000006438W";336404;"EdincikRES";"40W000000336404O"
"40X000000005904Y";605938;"EREM HES";"40W000000605938Q"
"40X000000006841R";605939;"SENKRON EFELER BÝYOGAZ SANTRALÝ";"40W000000605939O"
"40X000000010454L";3198991;"KARTALDAÐI RES";"40W0000031989911"
"40X0000000054097";2725;"Ege Seramik Enerji Santrali";"40W000000002725Q"
"40X000000008040E";3196691;"ALTINYILDIZ KOJEN(EGECMC)";"40W000003196691N"
"40X000000010514T";3199492;"SÖÐÜTLÜ HES";"40W000003199492E"
"40X000000010514T";3199491;"ÇAKMAK REG. ve HES";"40W000003199491G"
"40X000000006038B";3195728;"ALAÇATI RES(EGENDA EGE ENR.)";"40W000003195728V"
"40X000000006038B";269760;"Eðlence 1 HES";"40W000000269760D"
"40X000000006038B";181006;"Eðlence 2 HES";"40W0000001810068"
"40X000000006038B";3195652;"GERMÝYAN RES";"40W0000031956521"
"40X000000006038B";3195969;"MORDOÐAN RES(EGENDA EGE ENR.)";"40W0000031959699"
"40X000000006038B";3195708;"URLA RES";"40W0000031957080"
"40X000000010309U";3196907;"KARABEL RES";"40W000003196907Q"
"40X0000000049107";81855;"EÐER REGÜLATÖRÜ VE HES";"40W0000000818557"
"40X0000000004118";3666;"EKOLOJÝK ENERJÝ HASDAL";"40W000000003666B"
"40X0000000004118";3204579;"KARATEPE BÝYOKÜTLE ELEKTRÝK ÜRETÝM TESÝSÝ";"40W0000032045790"
"40X000000000400D";3626;"EKOTEN TEKSTÝL SANAYÝ VE TÝCARET A.Þ.";"40W000000003626N"
"40X000000000386I";3530;"Basaran Hidroelektrik Santrali";"40W100000003530N"
"40X000000012037R";3206190;"ARAPKÝR RES";"40W000003206190I"
"40X0000000026654";19768;"DÝNAR HES";"40W0000000197684"
"40X000000000195P";940;"18 MART ÇAN TS (TS1+TS2)";"40W000000000940W"
"40X000000000195P";1026;"ADIGÜZEL HES";"40W000000001026K"
"40X000000000195P";1461;"ADÝLCEVAZ HES";"40W0000000014612"
"40X000000000195P";856;"AFÞÝN A 1";"40W000000000856L"
"40X000000000195P";857;"AFÞÝN A 2";"40W000000000857J"
"40X000000000195P";858;"AFÞÝN A 3";"40W000000000858H"
"40X000000000195P";859;"AFÞÝN A 4";"40W000000000859F"
"40X000000000195P";929;"AFÞÝN B (B1+B2+B3+B4)";"40W000000000929K"
"40X000000000195P";1463;"AHLAT HES";"40W000000001463Z"
"40X000000000195P";3204381;"AHÝKÖY ENERJÝ SAN. VE TÝC. A.Þ. Ahiköy II HES									AHÝKÖY E";"40W000003204381L"
"40X000000000195P";3204380;"AHÝKÖY ENERJÝ SAN. VE TÝC.A.Þ. AHÝKÖY I HES";"40W000003204380N"
"40X000000000195P";84444;"AKKÖPRÜ HES";"40W000000084444D"
"40X000000000195P";87802;"AKKÖPRÜ HES";"40W000000087802Z"
"40X000000000195P";87772;"AKKÖPRÜ HES";"40W000000087772I"
"40X000000000195P";3204382;"AKSU ENERJÝ VE TÝC.A.Þ.Aksu-ÇAYKÖY HES";"40W000003204382J"
"40X000000000195P";3204360;"ALAÇATI RES(EÜAÞ)";"40W000003204360T"
"40X000000000195P";1011;"ALMUS HES";"40W000000001011X"
"40X000000000195P";106711;"ALPASLAN 1";"40W000000106711A"
"40X000000000195P";112307;"ALPASLAN 1 GG";"40W000000112307V"
"40X000000000195P";801;"ALTINKAYA 1-4";"40W0000000008019"
"40X000000000195P";904;"ALÝAÐA TS1";"40W100000000904N"
"40X000000000195P";895;"ALÝAÐA TS2";"40W000000000895B"
"40X000000000195P";933;"AMBFO 1";"40W000000000933T"
"40X000000000195P";934;"AMBFO 2";"40W000000000934R"
"40X000000000195P";936;"AMBFO 3";"40W000000000936N"
"40X000000000195P";1316;"ANAMUR";"40W000000001316B"
"40X000000000195P";1455;"ARPAÇAY-TELEK HES";"40W000000001455Y"
"40X000000000195P";894;"ASLANTAÞ HES";"40W000000000894D"
"40X000000000195P";733;"ATATÜRK HES DB";"40W0000000007330"
"40X000000000195P";11794;"ATATÜRK HES Ü-2";"40W0000000117946"
"40X000000000195P";11795;"ATATÜRK HES Ü-3";"40W0000000117954"
"40X000000000195P";11796;"ATATÜRK HES Ü-4";"40W0000000117962"
"40X000000000195P";11797;"ATATÜRK HES Ü-5";"40W0000000117970"
"40X000000000195P";11798;"ATATÜRK HES Ü-6";"40W000000011798Z"
"40X000000000195P";11799;"ATATÜRK HES Ü-7";"40W000000011799X"
"40X000000000195P";11800;"ATATÜRK HES Ü-8";"40W0000000118000"
"40X000000000195P";772;"BATMAN 2";"40W000000000772R"
"40X000000000195P";773;"BATMAN 3";"40W000000000773P"
"40X000000000195P";774;"BATMAN 4";"40W000000000774N"
"40X000000000195P";771;"BATMAN HES DB";"40W000000000771T"
"40X000000000195P";1370;"BAYBURT";"40W0000000013705"
"40X000000000195P";81721;"BERDAN HES";"40W000000081721S"
"40X000000000195P";778;"BERKE 2";"40W000000000778F"
"40X000000000195P";779;"BERKE 3";"40W000000000779D"
"40X000000000195P";777;"BERKE HES DB";"40W000000000777H"
"40X000000000195P";996;"BESNÝ 1-2 HES";"40W0000000009965"
"40X000000000195P";3692;"BORÇKA HES DB";"40W000000003692A"
"40X000000000195P";1458;"BOTAN HES";"40W000000001458S"
"40X000000000195P";3204384;"BOZCAADA RÜZGAR ENERJÝSÝ SANTRALI Demirer Holding A.Þ.";"40W000003204384F"
"40X000000000195P";1336;"BOZKIR";"40W0000000013365"
"40X000000000195P";1020;"BOZYAZI";"40W000000001020W"
"40X000000000195P";1006;"BOZÜYÜK";"40W000000001006Q"
"40X000000000195P";924;"BURSA DG BLOK1";"40W000000000924U"
"40X000000000195P";928;"BURSA DG BLOK2";"40W000000000928M"
"40X000000000195P";1344;"BÜNYAN";"40W0000000013446"
"40X000000000195P";3196807;"BÝRECÝK-NÝZÝP BARAJI ve HES";"40W000003196807U"
"40X000000000195P";1436;"CEYHAN HES";"40W0000000014361"
"40X000000000195P";1024;"DEMÝRKÖPRÜ";"40W000000001024O"
"40X000000000195P";829;"DERBENT HES";"40W000000000829O"
"40X000000000195P";1340;"DERE";"40W000000001340E"
"40X000000000195P";1359;"DEREÝÇÝ HES";"40W000000001359U"
"40X000000000195P";2582;"DERME HES";"40W000000002582M"
"40X000000000195P";335652;"DERÝNER HES";"40W000000335652A"
"40X000000000195P";1017;"DEÐÝRMENDERE";"40W000000001017L"
"40X000000000195P";3197552;"DEÐÝRMENDERE HES.";"40W000003197552W"
"40X000000000195P";1022;"DOÐANKENTHES";"40W000000001022S"
"40X000000000195P";1014;"DURUCASU";"40W000000001014R"
"40X000000000195P";768;"DÝCLE 2";"40W000000000768I"
"40X000000000195P";767;"DÝCLE HES DB";"40W000000000767K"
"40X000000000195P";3194442;"DÝNAR- 2";"40W000003194442H"
"40X000000000195P";2583;"ENGÝL GT";"40W000000002583K"
"40X000000000195P";1457;"ENGÝL HES";"40W000000001457U"
"40X000000000195P";1360;"ERCÝÞ";"40W0000000013608"
"40X000000000195P";1002;"ERKENEK HES";"40W000000001002Y"
"40X000000000195P";1320;"ERMENEK";"40W000000001320K"
"40X000000000195P";111610;"ERMENEK HES";"40W000000111610Z"
"40X000000000195P";111619;"ERMENEK HES1";"40W000000111619H"
"40X000000000195P";1630139;"ERÝK HES(EÜAÞ)";"40W000001630139I"
"40X000000000195P";1372;"ESENDAL";"40W0000000013721"
"40X000000000195P";3204385;"ESENYURT DGKÇ SANTRALI";"40W000003204385D"
"40X000000000195P";2073645;"FETHÝYE HES";"40W000002073645Z"
"40X000000000195P";1416;"FÝNÝKE TURUNÇOVA HES";"40W0000000014167"
"40X000000000195P";3204390;"GAZÝLER ENERJÝ VE TÝC.A.Þ. Gaziler HES";"40W000003204390K"
"40X000000000195P";3197567;"GEBZE OVA ELEKTRÝK";"40W000003197567J"
"40X000000000195P";879;"GEZENDE HES 2";"40W0000000008799"
"40X000000000195P";880;"GEZENDE HES 3";"40W000000000880O"
"40X000000000195P";878;"GEZENDE HES DB";"40W000000000878B"
"40X000000000195P";821;"GÖKCEKAYA HES DB";"40W0000000008213"
"40X000000000195P";822;"GÖKCEKAYA HES2";"40W0000000008221"
"40X000000000195P";823;"GÖKCEKAYA HES3";"40W100000000823N"
"40X000000000195P";1337;"GÖKSU";"40W0000000013373"
"40X000000000195P";1423;"GÝRLEVÝK HES";"40W000000001423A"
"40X000000000195P";807;"H.UÐURLU 1-4";"40W000000000807Y"
"40X000000000195P";1016;"HARAKLI";"40W000000001016N"
"40X000000000195P";3204394;"HAZAR I HES HÝDROELEKTRÝK SANTRALI BÝLGÝN ELK.A.Þ.";"40W000003204394C"
"40X000000000195P";3204397;"HAZAR II HES";"40W0000032043976"
"40X000000000195P";2588;"HOPA TS";"40W000000002588A"
"40X000000000195P";1363;"HOÞAP";"40W0000000013632"
"40X000000000195P";909;"HÝRFANLI HES";"40W000000000909Q"
"40X000000000195P";1444;"IÞIKLAR (VÝSERA) HES";"40W0000000014442"
"40X000000000195P";834;"KADINCIK 1 HES -1";"40W000000000834V"
"40X000000000195P";784;"KADINCIK 2 HES";"40W000000000784K"
"40X000000000195P";3635;"KADINCIK 2 HES";"40W000000003635M"
"40X000000000195P";844;"KANGAL 1";"40W000000000844S"
"40X000000000195P";845;"KANGAL 2";"40W000000000845Q"
"40X000000000195P";846;"KANGAL 3";"40W000000000846O"
"40X000000000195P";1338;"KAPULUKAYA";"40W0000000013381"
"40X000000000195P";1367;"KARACAÖREN 1";"40W000000001367V"
"40X000000000195P";1358;"KARACAÖREN2";"40W000000001358W"
"40X000000000195P";736;"KARAKAYAHES1-6";"40W000000000736V"
"40X000000000195P";1018;"KARAÇAY";"40W000000001018J"
"40X000000000195P";3197548;"KARAÇAY HES.";"40W000003197548N"
"40X000000000195P";851;"KARKAMIÞ HES";"40W000000000851V"
"40X000000000195P";1015;"KAYADÝBÝ";"40W000000001015P"
"40X000000000195P";1427;"KAYAKÖY HES";"40W0000000014272"
"40X000000000195P";744;"KEBAN HES 1-8";"40W000000000744W"
"40X000000000195P";1448;"KEMER HES";"40W000000001448V"
"40X000000000195P";1470;"KEPEZ 1 HES";"40W0000000014701"
"40X000000000195P";1471;"KEPEZ 2 HES";"40W100000001471N"
"40X000000000195P";1001;"KERNEK";"40W100000001001N"
"40X000000000195P";1023;"KESÝKKÖPRÜ";"40W000000001023Q"
"40X000000000195P";915;"KILIÇKAYA 2";"40W000000000915V"
"40X000000000195P";914;"KILIÇKAYA HES DB";"40W000000000914X"
"40X000000000195P";2212;"KIZILTEPE MARDÝN RASA MOBÝL";"40W000000002212I"
"40X000000000195P";1409;"KOVADA 1 HES";"40W0000000014094"
"40X000000000195P";1414;"KOVADA 2 HES";"40W000000001414B"
"40X000000000195P";1369;"KOYULHÝSAR(eüaþ)";"40W000000001369R"
"40X000000000195P";1365;"KOÇKÖPRÜ";"40W000000001365Z"
"40X000000000195P";998;"KRALKIZI";"40W0000000009981"
"40X000000000195P";1424;"KUZGUN HES";"40W0000000014248"
"40X000000000195P";1019;"KUZUCULU";"40W000000001019H"
"40X000000000195P";3197551;"KUZUCULU HES.";"40W000003197551Y"
"40X000000000195P";1010;"KÖKLÜCE";"40W000000001010Z"
"40X000000000195P";1021;"KÜRTÜN HES";"40W000000001021U"
"40X000000000195P";1454;"KÝTÝ HES";"40W100000001454N"
"40X000000000195P";3200829;"KÝÐI BARAJI ve HES";"40W000003200829N"
"40X000000000195P";3872;"Kýsýk Hes";"40W0000000038728"
"40X000000000195P";1004;"LADÝK";"40W000000001004U"
"40X000000000195P";1460;"MALAZGÝRT HES";"40W0000000014604"
"40X000000000195P";1472;"MANAVGAT HES";"40W000000001472Y"
"40X000000000195P";1235939;"MANYAS HES";"40W000001235939Q"
"40X000000000195P";1700;"MURATLI 2";"40W000000001700A"
"40X000000000195P";1699;"MURATLI HES DB";"40W0000000016996"
"40X000000000195P";1007;"MUSTAFA KEMAL PAÞA";"40W000000001007O"
"40X000000000195P";1315;"MUT DERÝNÇAY";"40W000000001315D"
"40X000000000195P";3963;"OBRUK GR2";"40W0000000039635"
"40X000000000195P";4029;"OBRUK GR3";"40W100000004029N"
"40X000000000195P";4030;"OBRUK GR4";"40W000000004030E"
"40X000000000195P";3926;"OBRUK HES DB";"40W000000003926B"
"40X000000000195P";853;"ORHANELÝ 1";"40W000000000853R"
"40X000000000195P";1459;"OTLUCA HES";"40W000000001459Q"
"40X000000000195P";2749;"PAZARKÖY AKYAZI";"40W000000002749C"
"40X000000000195P";1341;"PINARBAÞI";"40W000000001341C"
"40X000000000195P";882;"SARIYAR 1";"40W000000000882K"
"40X000000000195P";1465;"SEYHAN 1 HES";"40W000000001465V"
"40X000000000195P";1467;"SEYHAN 2 HES";"40W000000001467R"
"40X000000000195P";887;"SEYÝTÖMER 1";"40W000000000887A"
"40X000000000195P";888;"SEYÝTÖMER 2";"40W0000000008888"
"40X000000000195P";889;"SEYÝTÖMER 3";"40W0000000008896"
"40X000000000195P";890;"SEYÝTÖMER 4";"40W000000000890L"
"40X000000000195P";786;"SIR 2";"40W000000000786G"
"40X000000000195P";790;"SIR 3";"40W000000000790P"
"40X000000000195P";785;"SIR HES DB";"40W000000000785I"
"40X000000000195P";1343;"SIZIR";"40W0000000013438"
"40X000000000195P";3199030;"SOMA(A) TES";"40W000003199030F"
"40X000000000195P";861;"SUAT UÐURLU HES";"40W000000000861S"
"40X000000000195P";2221412;"SUÇATI";"40W000002221412A"
"40X000000000195P";2256847;"SUÇATI HES";"40W0000022568476"
"40X000000000195P";1313;"SÝLÝFKE";"40W000000001313H"
"40X000000000195P";1425;"TORTUM HES";"40W0000000014256"
"40X000000000195P";3812;"TORUL 2";"40W000000003812Q"
"40X000000000195P";3811;"TORUL HES DB";"40W000000003811S"
"40X000000000195P";3204399;"TRAKYA DG SANTRALÝ";"40W0000032043992"
"40X000000000195P";872;"TUTES A";"40W000000000872N"
"40X000000000195P";873;"TUTES B 1";"40W000000000873L"
"40X000000000195P";874;"TUTES B 2";"40W000000000874J"
"40X000000000195P";3197554;"Topçam HES";"40W000003197554S"
"40X000000000195P";995;"ULUDERE 1-2 HES";"40W0000000009957"
"40X000000000195P";3204400;"UNI-MAR DGKÇ SANTRALI";"40W0000032044006"
"40X000000000195P";1464;"VARTO-SÖNMEZ HES";"40W000000001464X"
"40X000000000195P";3204401;"YAMULA HES-1";"40W0000032044014"
"40X000000000195P";3204402;"YAMULA HES-2";"40W0000032044022"
"40X000000000195P";925;"YEDEK";"40W000000000925S"
"40X000000000195P";927;"YEDEK";"40W000000000927O"
"40X000000000195P";1008;"YENÝCE HES";"40W000000001008M"
"40X000000000195P";840;"YÜREÐÝR";"40W100000000840N"
"40X000000000195P";1318;"ZEYNE";"40W0000000013187"
"40X000000000195P";3204403;"ÇAL HES";"40W0000032044030"
"40X000000000195P";1342;"ÇAMARDI";"40W000000001342A"
"40X000000000195P";723720;"ÇAMLICA 1 HES";"40W0000007237207"
"40X000000000195P";1368;"ÇAMLIGÖZE";"40W000000001368T"
"40X000000000195P";815;"ÇATALAN 2";"40W000000000815Z"
"40X000000000195P";816;"ÇATALAN 3";"40W000000000816X"
"40X000000000195P";814;"ÇATALAN HES DB";"40W0000000008140"
"40X000000000195P";866;"ÇATES B 1";"40W000000000866I"
"40X000000000195P";867;"ÇATES B 2";"40W000000000867G"
"40X000000000195P";3204407;"ÇAYIRHAN GR2";"40W000003204407T"
"40X000000000195P";3204408;"ÇAYIRHAN GR3";"40W000003204408R"
"40X000000000195P";3204409;"ÇAYIRHAN GR4";"40W000003204409P"
"40X000000000195P";3204406;"ÇAYIRHAN TS GR1";"40W000003204406V"
"40X000000000195P";997;"ÇAÐ ÇAÐ";"40W0000000009973"
"40X000000000195P";1000;"ÇEMÝÞGEZEK HES";"40W0000000010001"
"40X000000000195P";2634;"ÇUKURCA DÝZEL";"40W000000002634T"
"40X000000000195P";1472006;"ÇÝNE HES";"40W000001472006H"
"40X000000000195P";798;"ÖZLÜCE 2";"40W0000000007989"
"40X000000000195P";797;"ÖZLÜCE HES DB";"40W000000000797B"
"40X000000000195P";1005;"ÝNEGÖL HES";"40W000000001005S"
"40X000000000195P";3204410;"ÝSKENDERUN ÝTHAL KÖMÜR SANTRALI-1";"40W0000032044103"
"40X000000000195P";3204411;"ÝSKENDERUN ÝTHAL KÖMÜR SANTRALI-2";"40W0000032044111"
"40X000000000195P";923;"ÝST.DGAZ- A BLOK(A)";"40W000000000923W"
"40X000000000195P";979;"ÝST.DGAZ-A  BLOK(B)";"40W0000000009795"
"40X000000000195P";980;"ÝST.DGAZ-A BLOK(C)";"40W000000000980K"
"40X000000000195P";937;"ÝST.DGAZ-B Blok (Blok40+ Blok50)";"40W000000000937L"
"40X000000000195P";1339;"ÝVRÝZ";"40W100000001339N"
"40X000000000195P";3204412;"ÝZMÝR DGKÇ SANTRALI GR1";"40W100003204412N"
"40X000000000195P";3204413;"ÝZMÝR DGKÇ SANTRALI-2";"40W000003204413Y"
"40X000000000195P";1003;"ÝZNÝK HES";"40W000000001003W"
"40X000000000195P";3204393;"ÝÇTAÞ ENERJÝ ÜRETÝM VE TÝC.A.Þ.GirlevikII-Mercan HES";"40W000003204393E"
"40X000000007902S";1635072;"DOÐANÇAY HES(ELEN ENR.";"40W100001635072N"
"40X0000000006769";1949409;"MURATHES";"40W000001949409H"
